id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
24350205,"""Vicmar Penthouse"" in Victoria on Gozo",167920679,Stefan,,Rabat (Victoria),36.04312,14.24582,Entire home/apt,60,5,11,1,2019-11-02,18,316
44919035,Lidda Butts Inn Bed 2,177768707,Joseph,,Rabat (Victoria),36.03954,14.24014,Shared room,9,1,5,5,2020-10-25,27,333
19614132,Forty Three flt1,16861778,Manny,,Rabat (Victoria),36.04491,14.24102,Entire home/apt,44,1,25,0,2019-08-22,2,331
45513342,Basilica Studio in Victoria - Gozo,167920679,Stefan,,Rabat (Victoria),36.04288,14.23867,Entire home/apt,60,5,0,0,,18,215
34224545,Ta' Gilja Farmhouse,130157861,Riccardo,,Rabat (Victoria),36.04753,14.24717,Entire home/apt,146,2,19,5,2020-07-08,1,32
37358952,South Olives,280967340,Emanuel,,Zejtun,35.85656,14.54694,Entire home/apt,80,3,1,1,2020-08-16,1,92
18001360,Gozo. Charming elegant apartment with own entrance,123724814,Maria,,Rabat (Victoria),36.04224,14.23892,Entire home/apt,29,3,79,17,2020-10-20,7,179
30369295,Holiday Apartment,228009067,Silvio & Doris,,Zejtun,35.84922,14.52857,Entire home/apt,115,3,2,0,2019-08-19,1,299
42245638,Private 2 single beds bedroom in huge apartment,155011055,Filip,,Rabat (Victoria),36.04828,14.24404,Private room,15,1,1,1,2020-02-16,1,0
36906412,"Provicario : Chambre Duplex, hyper centre",275799744,Patrice,,Rabat (Victoria),36.04377,14.23919,Private room,110,2,1,1,2020-02-25,6,323
719962,Great Townhouse in Gozo with pool,1031798,Paul,,Rabat (Victoria),36.04336,14.252,Entire home/apt,150,4,23,2,2020-08-22,1,0
32119929,Ta Girardu - Victoria Holiday Home,240978597,Gozo Village,,Rabat (Victoria),36.04632,14.24594,Entire home/apt,210,2,5,5,2020-09-21,26,345
29388800,"Similian Apartments,  3 Bedroom with en-suite",217804068,Doreen,,Zejtun,35.85068,14.53276,Entire home/apt,100,4,4,0,2019-09-03,2,365
18955845,Gelmus Apartment In Victoria Gozo,14177935,Joslin,,Rabat (Victoria),36.04296,14.23713,Entire home/apt,54,2,20,3,2020-08-13,2,7
13121114,A brand new designer appartment.,29612371,Amanda,,Zejtun,35.85183,14.5356,Entire home/apt,135,3,0,0,,3,89
29449434,Vincent Apartment,176773907,Martin,,Rabat (Victoria),36.04552,14.23844,Entire home/apt,41,1,13,1,2019-11-30,2,268
43885545,Lidda Butts Inn Annex Room 6,177768707,Joseph,,Rabat (Victoria),36.04082,14.24068,Private room,10,1,6,6,2020-10-10,27,356
42603918,17 Providence - Victoria | Room w/ private bath,205242781,Nicholas,,Rabat (Victoria),36.04326,14.23911,Private room,60,2,0,0,,6,265
40007731,Citadel View Studio Penthouse,306526514,Daniel,,Rabat (Victoria),36.045,14.23272,Entire home/apt,44,1,1,1,2019-12-30,4,180
42041689,Lidda Butts Inn,177768707,Joseph,,Rabat (Victoria),36.04146,14.23929,Private room,20,1,0,0,,27,179
38371203,Restored townhouse in the centre of Victoria. Rm.1,288378324,Liliana,,Rabat (Victoria),36.04358,14.23986,Private room,55,1,1,0,2019-09-08,6,357
2405507,MARIATOWNHOUSE - Victoria - BALCONY Room with AC,7030384,Joseph,,Rabat (Victoria),36.04325,14.23907,Private room,45,1,50,3,2020-08-20,7,350
39464486,MIZZI 87 (2),51657141,Marco,,Rabat (Victoria),36.03989,14.24086,Private room,30,2,2,2,2020-09-24,2,337
38033809,Provicario : Chambre toit terrasse hyper centre,275799744,Patrice,,Rabat (Victoria),36.04431,14.23766,Private room,100,2,3,3,2020-08-30,6,328
42284559,b&b la Fenice by Giancarlo,190224414,Giacomo Carlos,,Rabat (Victoria),36.0422,14.24455,Private room,48,2,1,1,2020-09-14,1,76
45373498,Double Bedroom with En-suite,32819087,Gail,,Lija,35.89902,14.44421,Private room,35,1,0,0,,2,364
42055132,Luxury Penthouse - AC/Close to Airport/Sleeps 6,333337185,Rowena,,Zejtun,35.86102,14.5297,Entire home/apt,100,3,0,0,,1,180
38370674,Restored townhouse in the centre of Victoria Rm.5,288378324,Liliana,,Rabat (Victoria),36.04463,14.24012,Private room,55,1,3,0,2019-10-05,6,358
14448101,Traditional Maltese Townhouse,22750752,Christabel & Rita,,Zejtun,35.85586,14.53616,Entire home/apt,39,1,49,3,2020-01-26,1,180
34778812,"Spacious Room in Authentic Maltese House, Victoria",134277335,Pink,,Rabat (Victoria),36.04759,14.24536,Private room,23,2,54,22,2020-10-06,2,149
10509242,Romantic Penthouse with Views.,6604803,Jacqueline,,Rabat (Victoria),36.04563,14.24607,Entire home/apt,119,5,20,0,2019-09-23,1,37
1633192,Id-Dwejra House of Character with private pool,8676494,Francesca,,Zejtun,35.8526,14.53064,Entire home/apt,146,3,58,13,2020-08-19,1,297
41706890,Bright 2 Bedroom Villa with large garden- Lija,250838077,Luana,,Lija,35.90248,14.44645,Entire home/apt,80,3,0,0,,7,0
5662243,Single room in Centre of Malta,637728,Yvette,,Lija,35.89803,14.43689,Private room,20,2,63,3,2020-01-14,4,165
27125817,15th century Townhouse,13223512,Rute,,Rabat (Victoria),36.0445,14.23726,Entire home/apt,85,2,21,4,2020-03-04,1,299
14120865,The Village House in the Alley,85122852,Adrian,,Lija,35.90116,14.44716,Private room,38,2,80,7,2020-08-07,1,365
28955714,Private Double Room in Lija,32819087,Gail,,Lija,35.89844,14.44287,Private room,25,1,19,8,2020-03-31,2,364
23969459,SEVENOAKS HOUSE OF CHARACTER,120390176,Johann,,Zejtun,35.85155,14.5308,Entire home/apt,77,3,15,2,2020-03-12,1,86
6961123,Rejuvenate in the Hot Tub and Pool at Ta Rozamari in Zejtun,36492830,Mary Rose Zammit,,Zejtun,35.85293,14.53177,Entire home/apt,223,3,26,5,2020-08-26,2,313
27713694,Modernized 100-Year-Old Townhouse on Gozo Island,6384649,Claude,,Rabat (Victoria),36.04295,14.23895,Entire home/apt,75,3,35,4,2020-01-02,2,364
36830767,Avalon flat,252650771,Gabriele,,Zejtun,35.86011,14.54103,Private room,25,1,4,0,2019-10-07,2,113
18218321,Private bedroom in a traditional Maltese house,85818244,Maryrose,,Lija,35.90054,14.44468,Private room,35,1,15,0,2019-09-11,1,179
40434055,Razzett Cora,273285943,James Villa Holidays,,Rabat (Victoria),36.0503,14.23654,Entire home/apt,200,1,0,0,,29,218
36493730,St Mary farmhouse,274395481,Sylvia,,Rabat (Victoria),36.05141,14.23672,Entire home/apt,180,2,2,0,2019-09-30,2,11
40753639,⭐ Central Luxury Apartment ⭐ w/ 12m² terrace CB3 ⮕,316432236,Karl,,Lija,35.90034,14.44822,Entire home/apt,65,1,8,8,2020-03-12,11,178
24684198,Vicel Accom. : Single room 1 w/private bathroom,186564165,Elaine,,Zejtun,35.85642,14.53036,Private room,22,3,4,0,2019-06-09,2,365
24026366,Gozo Inn Cittadella,180840531,Joanne,,Rabat (Victoria),36.04913,14.23835,Entire home/apt,173,2,5,2,2020-08-02,4,209
24033520,Gozo Inn Gelmus,180840531,Joanne,,Rabat (Victoria),36.04913,14.23835,Entire home/apt,194,2,4,1,2020-06-01,4,209
24600170,Magic in the Heart of Old Gozo (Penthouse).,6384649,Claude,,Rabat (Victoria),36.04298,14.23894,Entire home/apt,76,3,32,3,2020-08-19,2,364
19494634,Prisca's Place Gozo/Ż2 (small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,4,0,2018-07-23,6,299
28755226,Cosy Haven in  Victoria Gozo,208914427,Edwina,,Rabat (Victoria),36.04243,14.23999,Entire home/apt,70,2,46,19,2020-09-27,1,324
36544032,Avalon flats,46500306,Mey,,Zejtun,35.85857,14.54099,Private room,25,1,0,0,,1,90
29125750,Emvic,216427521,Jesmond,,Lija,35.90221,14.45179,Private room,25,7,4,0,2019-09-27,3,83
2740761,Derek's Victoria Home,14013856,Duncan,,Rabat (Victoria),36.04352,14.23685,Entire home/apt,60,5,74,8,2020-08-23,2,292
36326607,Private Room with Private Bathroom,271820129,Nadia,,Lija,35.90201,14.44581,Private room,25,2,0,0,,1,90
15032797,Be warm Be Welcome Be at home!,61494664,Darinka,,Zejtun,35.85459,14.52978,Private room,15,3,3,0,2016-12-05,1,365
44271308,Quaint Studio Suite 5,29086318,Chloe,,Rabat (Victoria),36.04531,14.24226,Entire home/apt,60,2,0,0,,1,87
38381399,Ta' Ganna Appts King Room 1 with ensuite & AC,209231237,Joan,,Zejtun,35.85685,14.53464,Private room,45,4,0,0,,1,180
18091295,300 year old Historic House of Character in Lija,24324808,Andre And Stef,,Lija,35.89859,14.43975,Entire home/apt,220,5,23,0,2018-09-27,1,173
2091062,ATTARD: GUEST ROOM WITH QUEEN SIZE BED,3169799,Jj,,Attard,35.89267,14.44289,Private room,40,2,5,0,2017-07-18,7,298
6458387,Comfy Double room with study area,637728,Yvette,,Attard,35.89128,14.42021,Private room,35,3,41,1,2019-12-22,4,170
129183,Private room close to Country walks,637728,Yvette,,Attard,35.89659,14.43859,Private room,25,2,69,2,2019-12-31,4,170
786888,ATTARD: ROOM WITH SINGLE BED,3169799,Jj,,Attard,35.89257,14.44238,Private room,35,2,3,0,2016-06-08,7,298
41605126,Stylish Home stay in Attard 2 bedroom,325886465,Christopher,,Attard,35.89385,14.43467,Private room,25,3,1,1,2020-05-12,2,365
31707099,"Quiet, safe prv twin BR w/AC & balcony garden view",140047066,Sarah,,Attard,35.89342,14.4418,Private room,33,2,8,0,2019-08-24,3,90
38953888,Newly renovated 300yo house in Heart of Victoria,82665630,John,,Rabat (Victoria),36.04474,14.24092,Entire home/apt,59,3,14,14,2020-09-27,1,167
40302290,"Green room with double bed ,terrace and a balcony",278475862,Lillian,,Attard,35.89016,14.43884,Private room,24,6,1,1,2020-03-18,3,364
38426310,Yellow room with a lot of light,278475862,Lillian,,Attard,35.89003,14.43862,Shared room,23,6,0,0,,3,256
33957676,"1Affordable, comfortable and well linked apartment",256226185,James,,Zejtun,35.8557,14.5432,Private room,29,1,42,7,2020-07-27,3,0
33956210,"2Affordable, comfortable and well linked apartment",256226185,James,,Zejtun,35.85697,14.54231,Private room,29,1,28,12,2020-09-13,3,4
39695529,modern apartment,217804068,Doreen,,Zejtun,35.85232,14.53479,Private room,45,4,0,0,,2,173
42613097,17 Providence - 5 bedroom House in Victoria,205242781,Nicholas,,Rabat (Victoria),36.0425,14.23807,Entire home/apt,187,2,3,3,2020-08-09,6,359
32158121,Apartment with private room and private bathroom,199206754,Marko,,Rabat (Victoria),36.04343,14.2437,Private room,60,1,2,1,2020-01-02,1,34
38371021,Restored townhouse in the centre of Victoria. Rm.2,288378324,Liliana,,Rabat (Victoria),36.04377,14.23818,Private room,55,1,0,0,,6,359
39891895,Suite IL-Kastello,70910801,Vittoria,,Rabat (Victoria),36.04634,14.2401,Private room,46,1,7,7,2020-02-21,2,363
19455361,Students Room Let,70380577,Melissa,,Zejtun,35.85634,14.53589,Private room,60,3,0,0,,1,87
11333686,Large Semi Detached Villa,59310906,Steve,,Attard,35.89018,14.44623,Entire home/apt,85,90,0,0,,1,358
36905948,Provicario : Chambre vue pjazza hyper centre,275799744,Patrice,,Rabat (Victoria),36.04295,14.24314,Private room,110,2,1,0,2019-08-17,6,316
38371350,Penthouse living in the centre of Victoria. Rm.6,288378324,Liliana,,Rabat (Victoria),36.04318,14.2399,Private room,90,1,0,0,,6,342
43710428,Charming 300 year old house in old town Victoria,303896495,Simon,,Rabat (Victoria),36.04269,14.237,Entire home/apt,75,5,9,9,2020-10-17,1,52
15563964,Savina Living  Studio App No 4,66910231,Venxik,,Rabat (Victoria),36.0444,14.23989,Private room,90,1,0,0,,1,364
41251377,Double private room in a beautiful  apartment,66462404,Marcello,,Attard,35.89352,14.44349,Private room,29,1,1,1,2020-03-11,1,365
2091315,ATTARD: MASTER ENSUITE WITH SUPER KING SIZE BED,3169799,Jj,,Attard,35.89145,14.44276,Private room,45,2,1,0,2019-06-16,7,298
2091303,ATTARD: ROOM WITH TWO SINGLE BEDS,3169799,Jj,,Attard,35.89291,14.44242,Private room,35,2,0,0,,7,298
1748257,ATTARD:  MASTER BEDROOM WITH KING SIZE BED,3169799,Jj,,Attard,35.89104,14.44121,Private room,45,2,2,0,2014-09-20,7,298
41604565,Stylish Home stay in Attard,325886465,Christopher,,Attard,35.89383,14.43476,Private room,27,3,2,2,2020-09-14,2,365
28688225,Emmvic,216427521,Jesmond,,Balzan,35.90109,14.45275,Private room,25,7,0,0,,3,268
20642550,Charming room with private shower and terrace.,123189889,Monica,,Balzan,35.8998,14.45274,Private room,20,3,52,5,2020-09-09,1,209
34925897,Countryside B&B Farmhouse near beaches.,257165977,Deborah,,Zejtun,35.85009,14.54774,Private room,33,2,36,11,2020-08-17,2,114
34056475,Charming Country Farmhouse B&B near beaches,257165977,Deborah,,Zejtun,35.84848,14.54635,Private room,34,2,27,4,2020-02-24,2,204
33240651,Vicel Accomodation : Single Room 2 w/ensuite & AC,186564165,Elaine,,Zejtun,35.85796,14.53075,Private room,21,6,0,0,,2,365
33529460,"Rispetto ed educazione, e sarai il benvenuto.",252650771,Gabriele,,Zejtun,35.86008,14.54104,Private room,25,1,0,0,,2,263
44137041,Il-Qastna Holiday Accommodation,354859475,Joseph,,Zejtun,35.85668,14.54609,Entire home/apt,110,3,1,1,2020-08-20,1,351
43886181,Lidda Butts Inn Annex Room 7,177768707,Joseph,,Rabat (Victoria),36.04079,14.24042,Private room,28,1,1,1,2020-07-28,27,365
5176018,Dar Ghax-Xemx Farmhouse,20589868,George,,Rabat (Victoria),36.04409,14.23673,Entire home/apt,77,2,229,21,2020-08-21,2,336
16291774,Duplex Solitary Maisonette,86459884,Andrew,,Zejtun,35.85251,14.52852,Entire home/apt,84,1,0,0,,1,365
33931576,"3Affordable, comfortable & well linked apartment",256226185,James,,Zejtun,35.8551,14.54431,Private room,29,1,20,12,2020-09-26,3,27
40338239,Beautiful penthouse with sea view and Mdina view,305729530,Nad,,Zebbug (Malta),35.87833,14.44031,Private room,25,2,6,6,2020-09-02,2,364
28024035,"Balzan Malta,private 1st floor suite garden/pool",151792440,Alfred,,Balzan,35.89625,14.45622,Entire home/apt,49,2,0,0,,6,85
42612785,17 Providence - Victoria |  Room w/ shared bath,205242781,Nicholas,,Rabat (Victoria),36.04435,14.23957,Private room,70,2,0,0,,6,266
38033345,Provicario : Chambre Double hyper centre,275799744,Patrice,,Rabat (Victoria),36.04504,14.23761,Private room,90,2,0,0,,6,320
39916436,Double room Il-Kastello,70910801,Vittoria,,Rabat (Victoria),36.04644,14.23954,Private room,41,1,5,5,2020-08-25,2,357
19277113,Budget Terrace Room with AC,7030384,Joseph,,Rabat (Victoria),36.0425,14.23906,Private room,32,2,17,4,2020-10-20,7,346
38014908,Restored townhouse in the centre of Victoria Rm.4,288378324,Liliana,,Rabat (Victoria),36.04329,14.24007,Private room,55,1,2,1,2020-08-17,6,338
43880142,Lidda Butts Inn Annex Room 5,177768707,Joseph,,Rabat (Victoria),36.0415,14.23944,Private room,40,1,6,6,2020-10-09,27,363
18930487,Maison Jolie Residence 2,105852563,Dragan,,Birkirkara,35.89991,14.46042,Private room,20,3,16,2,2020-03-21,4,180
14628122,Zebbug à Malte,90810373,Jean Pierre,,Zebbug (Malta),35.87711,14.43719,Private room,27,4,24,0,2018-10-03,1,360
40190679,Large Shared room>Townhouse close to University.,309664492,Mary,,Birkirkara,35.90019,14.4662,Shared room,19,3,0,0,,4,270
17653736,"Centrally located beautiful apartment, quiet area.",120123872,Stephania,,Zebbug (Malta),35.87753,14.4433,Entire home/apt,70,1,84,2,2020-02-21,1,55
8385293,IAN STIVALA,44186153,Ian & Leanne,,Balzan,35.90003,14.45134,Private room,21,1,78,4,2020-07-26,1,365
39435022,Close to University - your home away from home,259041071,Dolores,,Balzan,35.90068,14.45355,Private room,18,7,2,2,2020-01-27,1,268
25162578,Arkati,190139168,Caroline,,Birkirkara,35.89598,14.45818,Shared room,20,12,0,0,,1,180
36544130,Malta Villa Getaway,274723789,Alexandra,,Balzan,35.89455,14.45122,Entire home/apt,200,2,0,0,,1,363
28038805,"Balzan Malta,  large villa with garden/pool",151792440,Alfred,,Balzan,35.89693,14.45491,Entire home/apt,139,3,26,6,2020-10-17,6,260
21117715,"Balzan Malta, Family suite(2 bedrooms)garden/ pool",151792440,Alfred,,Balzan,35.89539,14.45524,Entire home/apt,69,2,0,0,,6,85
26524217,19 Tal-Kontessa,199490237,Claudio,,Zebbug (Malta),35.87014,14.44165,Entire home/apt,314,2,11,0,2019-10-14,1,365
40215142,Experience the true Malta in a 500 years old house,276728446,Roderick,,Zebbug (Malta),35.87161,14.4455,Entire home/apt,149,3,1,1,2020-01-07,4,365
15374205,Large Shared room Bed and Breakfast,54241125,Joan,,Birkirkara,35.89607,14.47351,Shared room,25,1,25,0,2019-08-13,3,358
35553646,Malta stylish & spacious 3 bed apartment in Centre,49998013,Annabelle,,Zebbug (Malta),35.86868,14.44263,Entire home/apt,85,1,9,3,2020-08-22,1,0
32003251,Village Knights B&B - Marsaxlokk Room,239349288,Simon,,Zebbug (Malta),35.86922,14.44569,Hotel room,114,2,8,0,2019-09-13,3,303
13369482,Penthouse & Private Terrace in Historic Townhouse,440756,Jo,,Balzan,35.8982,14.45302,Entire home/apt,45,4,101,18,2020-10-21,1,343
24716820,Balzan - Private Penthouse with large terrace,130359819,Ryan,,Balzan,35.89624,14.45148,Entire home/apt,55,3,52,9,2020-03-14,1,196
28010682,"Balzan Malta, suite with garden/pool gr floor",151792440,Alfred,,Balzan,35.89771,14.45454,Entire home/apt,49,2,1,0,2019-05-13,6,85
23691338,Charming House in a Central Maltese Village,104458377,Phyllis,,Birkirkara,35.89764,14.46986,Entire home/apt,52,3,33,4,2020-08-22,1,364
19004963,Enjoy Maltese lifestyle in lovingly restored home,132586063,Tanya,,Balzan,35.89798,14.45031,Private room,79,2,0,0,,1,179
22119496,Casa Sant Fournier,21565269,Tess,,Zebbug (Malta),35.86984,14.44289,Entire home/apt,358,2,15,0,2019-09-10,1,358
17233583,Charming modernCharacter maisonette,50562628,Amanda,,Birkirkara,35.89896,14.45938,Entire home/apt,70,7,18,1,2020-01-05,1,365
24224058,Farmhouse with Pool in Haz-Zebbug,104944911,Mark,,Zebbug (Malta),35.86736,14.44242,Entire home/apt,200,3,1,0,2018-04-21,1,90
44358739,Da Beppe B&B Room 2,37169860,Lesley Ann,,Zebbug (Malta),35.86629,14.44459,Entire home/apt,55,1,2,2,2020-08-28,2,64
7980178,Central and in a quiet area,13926022,Stefan,,Balzan,35.89536,14.45479,Private room,50,1,6,0,2019-06-22,2,299
25073303,Shanti Camping,51223045,Mars Close,,Birkirkara,35.90109,14.46562,Entire home/apt,14,3,8,0,2019-08-25,1,180
27074891,Ricordi - Holiday Home,52455267,David,,Birkirkara,35.89599,14.46234,Entire home/apt,114,3,2,1,2020-01-24,1,176
20297257,1 Bedroom Room In Balzan.,144790522,Simone,,Balzan,35.89945,14.45178,Private room,25,2,2,0,2018-07-27,1,363
42085934,"Haz-Zebbug, Malta - Apartment Vinarte Townhouse",157292523,Marco,,Zebbug (Malta),35.87284,14.44495,Entire home/apt,50,4,0,0,,1,240
17220089,Suantrai - Cosy House of Character,115887124,Justin,,Zebbug (Malta),35.86669,14.44069,Entire home/apt,48,2,106,16,2020-08-24,1,351
24114840,Haz-Zebbug a cute little house bang in the centre.,151792440,Alfred,,Zebbug (Malta),35.87141,14.44295,Entire home/apt,32,3,77,9,2020-09-04,6,0
39438053,Boutique Townhouse,98164387,Brian,,Birkirkara,35.902,14.46906,Entire home/apt,85,2,1,1,2020-01-12,2,180
39996644,1 bedroom boutique Townhouse in the village core,98164387,Brian,,Birkirkara,35.89966,14.46583,Entire home/apt,60,2,0,0,,2,363
22768909,3 Bedroom Apartment in Central Malta,53018621,Jermain,,Birkirkara,35.89295,14.46359,Entire home/apt,47,3,0,0,,1,235
11939524,A Pleasant Room in Birkirkara,40411722,Sonia,,Birkirkara,35.898,14.4735,Private room,20,4,39,3,2020-08-09,2,365
20793236,279 Presley Central Rooftop,148776786,Darren,,Birkirkara,35.89957,14.46341,Private room,21,4,70,9,2020-10-25,3,89
21555983,Ta Mari Suite in the House with the Maltese Heart,153340292,Jacqueline,,Birkirkara,35.89618,14.46697,Private room,50,7,12,1,2019-11-09,3,114
17727625,Newly renovated town house in the heart of Malta,35939343,Amanda,,Balzan,35.89888,14.45033,Entire home/apt,140,3,14,1,2019-12-31,1,365
40558176,Your Little Local Room- (Females or Couples only),314160454,Mario,,Birkirkara,35.90136,14.45784,Private room,22,5,0,0,,3,360
36191308,Townhouse with patio in the heart of Malta,203352002,Elisenda,,Balzan,35.89932,14.45046,Private room,50,3,0,0,,1,0
21588777,Privated double bedroom with shower-ensuite,7888559,Anna,,Birkirkara,35.89639,14.46668,Private room,16,32,0,0,,2,358
31577106,Bedroom with balcony,6899688,Seby,,Birkirkara,35.8938,14.46186,Private room,15,3,1,0,2019-06-16,7,118
22448377,Spacious house close to Valletta and St.Julians,164478121,Mary Jane,,Birkirkara,35.89777,14.47621,Private room,45,1,0,0,,2,302
29773224,Young Family Centrally Located,224004016,Bernice,,Birkirkara,35.89726,14.46666,Private room,20,3,7,0,2019-09-08,4,365
40198085,Breakfast & Laundry included> Shared room.,310427551,Chantelle,,Birkirkara,35.90035,14.46274,Shared room,14,1,0,0,,2,270
40425843,House of character that every guest will like .,312617350,Brendan Sunday,,Birkirkara,35.89734,14.45708,Private room,17,21,0,0,,1,365
